Week Ending Date,Geographic aggregation,Hospital Reporting Days,Percent Hospital Reporting Days,Number Hospitals Reporting Adult COVID-19 Admissions,Number Hospitals Reporting Pediatric COVID-19 Admissions,Number Hospitals Reporting Influenza Admissions,Number Hospitals Reporting Prevalent Influenza Hospitalizations,Number Hospitals Reporting Hospitalized Influenza ICU Patients,Number Hospitals Reporting Inpatient Beds,Number Hospitals Reporting ICU Beds,Number Hospitals Reporting Inpatient Beds Occupied,Number Hospitals Reporting ICU Beds Occupied,Number Hospitals Reporting Percent Inpatient Bed Occupancy,Number Hospitals Reporting Percent ICU Bed Occupancy,Number Hospitals Reporting Percent COVID-19 Inpatient Bed Occupancy,Number Hospitals Reporting Percent Influenza Inpatient Bed Occupancy,Number Hospitals Reporting Percent COVID-19 ICU Bed Occupancy,Number Hospitals Reporting Percent Influenza ICU Bed Occupancy,Number Hospitals Reporting Total COVID-19 Admissions,Number Hospitals Reporting Prevalent COVID-19 Hospitalizations,Number Hospitals Reporting Hospitalized COVID-19 ICU Patients,Weekly Average Adult COVID-19 Admissions,Weekly Total Adult COVID-19 Admissions,Weekly Average Pediatric COVID-19 Admissions,Weekly Total Pediatric COVID-19 Admissions,Weekly Average COVID-19 Admissions,Weekly Total COVID-19 Admissions,Weekly Average Influenza Admissions,Weekly Total Influenza Admissions,Weekly Average Prevalent COVID-19 Hospitalizations,Weekly Average Prevalent Influenza Hospitalizations,Weekly Average Hospitalized COVID-19 ICU Patients,Weekly Average Hospitalized Influenza ICU Patients,Weekly Average Inpatient Beds,Weekly Average ICU Beds,Weekly Average Inpatient Beds Occupied,Weekly Average ICU Beds Occupied,Weekly Average Percent Inpatient Bed Occupancy,Weekly Average Percent ICU Bed Occupancy,Weekly Average Percent COVID-19 Inpatient Bed Occupancy,Weekly Average Percent Influenza Inpatient Bed Occupancy,Weekly Average Percent COVID-19 ICU Bed Occupancy,Weekly Average Percent Influenza ICU Bed Occupancy,Percent Adult COVID-19 Admissions,Percent Pediatric COVID-19 Admissions,Percent Hospitals Reporting Adult COVID-19 Admissions,Percent Hospitals Reporting Pediatric COVID-19 Admissions,Percent Hospitals Reporting Influenza Admissions,Percent Hospitals Reporting Prevalent Influenza Hospitalizations,Percent Hospitals Reporting Hospitalized Influenza ICU Patients,Percent Hospitals Reporting Inpatient Beds,Percent Hospitals Reporting ICU Beds,Percent Hospitals Reporting Inpatient Beds Occupied,Percent Hospitals Reporting ICU Beds Occupied,Percent Hospitals Reporting Percent Inpatient Bed Occupancy,Percent Hospitals Reporting Percent ICU Bed Occupancy,Percent Hospitals Reporting Percent COVID-19 Inpatient Bed Occupancy,Percent Hospitals Reporting Percent Influenza Inpatient Bed Occupancy,Percent Hospitals Reporting Percent COVID-19 ICU Bed Occupancy,Percent Hospitals Reporting Percent Influenza ICU Bed Occupancy,Percent Hospitals Reporting Total COVID-19 Admissions,Percent Hospitals Reporting Prevalent COVID-19 Hospitalizations,Percent Hospitals Reporting Hospitalized COVID-19 ICU Patients
2023-07-01,NC,749,0.98,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,20,139,1,6,21,145,2,17,182,8,25,2,20114,2499,15729,1971,0.78,0.79,0.01,0.00,0.01,0.00,0.96,0.04,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
2023-07-08,NC,749,0.98,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,18,123,0,1,18,124,1,10,180,5,21,0,20017,2491,15476,1959,0.77,0.79,0.01,0.00,0.01,0.00,0.99,0.01,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
2023-07-15,NC,748,0.98,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,24,165,1,5,24,170,2,13,197,11,21,1,20061,2512,15769,2001,0.79,0.80,0.01,0.00,0.01,0.00,0.97,0.03,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
2023-07-22,NC,748,0.98,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,26,184,0,3,27,187,1,5,217,8,28,2,20042,2505,15852,2004,0.79,0.80,0.01,0.00,0.01,0.00,0.98,0.02,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
2023-07-29,NC,749,0.98,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,31,214,1,4,31,218,1,9,260,7,34,0,20049,2499,15813,2006,0.79,0.80,0.01,0.00,0.01,0.00,0.98,0.02,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
2023-08-05,NC,748,0.98,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,35,246,1,7,36,253,1,8,296,7,33,0,20020,2493,15669,1982,0.78,0.79,0.01,0.00,0.01,0.00,0.97,0.03,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
2023-08-12,NC,749,0.98,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,44,308,1,6,45,314,2,13,298,9,39,1,20078,2498,15977,2018,0.80,0.81,0.01,0.00,0.02,0.00,0.98,0.02,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
2023-08-19,NC,749,0.98,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,57,400,1,6,58,406,2,14,370,8,37,1,20045,2492,16063,2031,0.80,0.81,0.02,0.00,0.02,0.00,0.99,0.01,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
2023-08-26,NC,749,0.98,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,64,448,1,8,65,456,1,7,450,5,51,1,20055,2493,16094,2031,0.80,0.81,0.02,0.00,0.02,0.00,0.98,0.02,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
2023-09-02,NC,749,0.98,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,64,450,2,17,67,467,2,17,512,10,56,2,20027,2488,16024,2003,0.80,0.80,0.03,0.00,0.02,0.00,0.96,0.04,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
2023-09-09,NC,749,0.98,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,82,577,3,24,86,601,1,6,569,8,76,2,20089,2494,15971,2002,0.79,0.80,0.03,0.00,0.03,0.00,0.96,0.04,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
2023-09-16,NC,749,0.98,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,82,571,2,11,83,582,2,11,635,12,76,1,20073,2499,16173,2025,0.81,0.81,0.03,0.00,0.03,0.00,0.98,0.02,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
2023-09-23,NC,749,0.98,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,82,574,1,9,83,583,2,13,607,8,67,2,20124,2522,16140,2047,0.80,0.81,0.03,0.00,0.03,0.00,0.98,0.02,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
2023-09-30,NC,749,0.98,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,77,539,2,13,79,552,1,9,617,11,60,2,20172,2513,16200,2048,0.80,0.81,0.03,0.00,0.02,0.00,0.98,0.02,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
2023-10-07,NC,749,0.98,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,78,544,2,14,80,558,5,35,610,24,65,2,20173,2491,16241,2034,0.81,0.82,0.03,0.00,0.03,0.00,0.97,0.03,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
2023-10-14,NC,749,0.98,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,61,425,2,12,62,437,3,19,583,19,63,3,20158,2516,16240,2055,0.81,0.82,0.03,0.00,0.03,0.00,0.97,0.03,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
2023-10-21,NC,749,0.98,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,58,405,1,7,59,412,2,17,553,17,66,3,20191,2526,16299,2065,0.81,0.82,0.03,0.00,0.03,0.00,0.98,0.02,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
2023-10-28,NC,749,0.98,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,57,396,1,10,58,406,3,20,491,19,65,3,20076,2501,16210,2014,0.81,0.81,0.02,0.00,0.03,0.00,0.98,0.02,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
2023-11-04,NC,749,0.98,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,51,357,1,8,52,365,5,38,461,35,60,5,20134,2531,16269,2058,0.81,0.81,0.02,0.00,0.02,0.00,0.98,0.02,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
2023-11-11,NC,749,0.98,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,53,369,2,11,54,380,7,48,456,33,58,2,20136,2527,16342,2096,0.81,0.83,0.02,0.00,0.02,0.00,0.97,0.03,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
2023-11-18,NC,749,0.98,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,52,367,1,9,54,376,13,88,466,67,63,10,20182,2527,16337,2109,0.81,0.83,0.02,0.00,0.02,0.00,0.98,0.02,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
2023-11-25,NC,749,0.98,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,56,392,1,8,57,400,22,151,490,118,55,16,20033,2525,15862,2077,0.79,0.82,0.02,0.01,0.02,0.01,0.98,0.02,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
2023-12-02,NC,748,0.98,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,62,433,2,13,64,446,30,211,505,166,59,22,20131,2535,16439,2159,0.82,0.85,0.03,0.01,0.02,0.01,0.97,0.03,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
2023-12-09,NC,741,0.97,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,74,521,2,13,76,534,44,306,546,235,72,30,20168,2547,16721,2198,0.83,0.86,0.03,0.01,0.03,0.01,0.98,0.02,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97
2023-12-16,NC,742,0.97,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,73,513,2,17,76,530,57,396,589,354,79,42,20202,2543,16658,2189,0.82,0.86,0.03,0.02,0.03,0.02,0.97,0.03,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97
2023-12-23,NC,742,0.97,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,94,660,2,14,96,674,104,727,685,565,88,77,20168,2551,16517,2190,0.82,0.86,0.03,0.03,0.03,0.03,0.98,0.02,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97
2023-12-30,NC,742,0.97,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,120,839,4,25,123,864,152,1065,850,888,113,127,20111,2552,16193,2172,0.80,0.85,0.04,0.04,0.04,0.05,0.97,0.03,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97
2024-01-06,NC,744,0.98,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,114,800,3,24,118,824,110,772,991,903,113,138,20265,2558,16998,2239,0.84,0.88,0.05,0.04,0.04,0.05,0.97,0.03,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
2024-01-13,NC,749,0.98,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,119,833,2,12,121,845,72,502,981,629,124,92,20305,2566,17087,2248,0.84,0.88,0.05,0.03,0.05,0.04,0.99,0.01,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
2024-01-20,NC,749,0.98,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,96,669,2,17,98,686,44,310,903,391,115,67,20347,2571,16840,2200,0.83,0.86,0.04,0.02,0.04,0.03,0.98,0.02,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
2024-01-27,NC,749,0.98,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,90,632,3,22,93,654,44,307,831,306,111,51,20398,2566,16770,2170,0.82,0.85,0.04,0.02,0.04,0.02,0.97,0.03,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
2024-02-03,NC,749,0.98,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,90,628,4,29,94,657,36,253,787,268,101,49,20370,2575,16718,2144,0.82,0.83,0.04,0.01,0.04,0.02,0.96,0.04,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
2024-02-10,NC,749,0.98,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,93,653,4,25,97,678,24,170,770,186,98,38,20299,2558,16403,2117,0.81,0.83,0.04,0.01,0.04,0.01,0.96,0.04,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
2024-02-17,NC,749,0.98,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,96,674,3,21,99,695,25,177,773,178,104,34,20336,2574,16399,2130,0.81,0.83,0.04,0.01,0.04,0.01,0.97,0.03,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
2024-02-24,NC,749,0.98,107,107,107,107,107,107,107,107,106,107,106,107,107,107,107,107,107,107,97,676,2,16,99,692,22,156,761,170,92,40,20381,2592,16345,2111,0.80,0.81,0.04,0.01,0.04,0.02,0.98,0.02,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.97,0.98,0.97,0.98,0.98,0.98,0.98,0.98,0.98,0.98
2024-03-02,NC,749,0.98,107,107,107,107,107,107,107,107,106,107,106,107,107,107,107,107,107,107,76,535,3,21,79,556,23,158,691,175,94,33,20357,2591,16356,2109,0.80,0.81,0.03,0.01,0.04,0.01,0.96,0.04,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.97,0.98,0.97,0.98,0.98,0.98,0.98,0.98,0.98,0.98
2024-03-09,NC,749,0.98,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,74,517,3,18,76,535,18,127,602,159,79,29,20343,2634,16240,2098,0.80,0.80,0.03,0.01,0.03,0.01,0.97,0.03,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
2024-03-16,NC,749,0.98,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,49,345,1,9,51,354,13,92,475,109,65,16,20360,2651,16239,2095,0.80,0.79,0.02,0.01,0.02,0.01,0.97,0.03,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
2024-03-23,NC,749,0.98,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,47,328,2,11,48,339,12,81,395,93,59,15,20411,2648,16361,2115,0.80,0.80,0.02,0.00,0.02,0.01,0.97,0.03,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
2024-03-30,NC,749,0.98,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,37,258,1,6,38,264,12,81,333,82,51,17,20319,2630,16020,2064,0.79,0.78,0.02,0.00,0.02,0.01,0.98,0.02,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
2024-04-06,NC,749,0.98,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,37,260,1,5,38,265,11,75,313,81,49,15,20237,2630,15918,2052,0.79,0.78,0.02,0.00,0.02,0.01,0.98,0.02,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
2024-04-13,NC,749,0.98,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,29,203,1,4,30,207,7,52,269,65,43,15,20231,2632,15982,2066,0.79,0.78,0.01,0.00,0.02,0.01,0.98,0.02,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
2024-04-20,NC,749,0.98,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,24,170,0,3,25,173,3,23,236,46,30,8,20172,2613,16089,2063,0.80,0.79,0.01,0.00,0.01,0.00,0.98,0.02,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
2024-04-27,NC,749,0.98,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,20,137,0,2,20,139,2,13,189,27,22,4,20132,2618,15922,2049,0.79,0.78,0.01,0.00,0.01,0.00,0.99,0.01,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
2024-05-04,NC,342,0.45,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,6,43,1,4,7,47,1,8,68,11,8,1,8782,1145,6881,889,0.77,0.79,0.00,0.00,0.00,0.00,0.91,0.09,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
2024-05-11,NC,26,0.03,5,4,5,5,5,4,4,4,4,4,4,4,4,4,4,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,109,12,83,7,0.76,0.62,0.00,0.01,0.00,0.04,,,0.05,0.04,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.04,0.04
2024-05-18,NC,20,0.03,3,2,3,3,3,2,2,2,2,2,2,2,2,2,2,3,2,2,0,1,0,0,0,1,0,0,0,1,0,0,69,11,49,6,0.71,0.56,0.00,0.01,0.00,0.04,1.00,0.00,0.03,0.02,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.02,0.02
2024-05-25,NC,21,0.03,3,2,3,3,3,2,2,2,2,2,2,2,2,2,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,76,12,55,7,0.73,0.62,0.00,0.00,0.00,0.01,,,0.03,0.02,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.02,0.02
2024-06-01,NC,21,0.03,3,2,3,3,3,2,2,2,2,2,2,2,2,2,2,3,2,2,0,0,0,0,0,0,0,0,1,1,0,0,76,12,57,7,0.75,0.55,0.01,0.02,0.00,0.04,,,0.03,0.02,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.02,0.02
2024-06-08,NC,21,0.03,3,2,3,3,3,2,2,2,2,2,2,2,2,2,2,3,2,2,0,2,0,0,0,2,0,0,1,1,0,0,76,12,59,9,0.77,0.70,0.01,0.01,0.00,0.00,1.00,0.00,0.03,0.02,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.02,0.02
2024-06-15,NC,21,0.03,3,2,3,3,3,2,2,2,2,2,2,2,2,2,2,3,2,2,0,1,0,0,0,1,0,0,0,0,0,0,76,12,59,8,0.78,0.68,0.00,0.00,0.00,0.00,1.00,0.00,0.03,0.02,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.02,0.02
2024-06-22,NC,20,0.03,3,2,3,3,3,2,2,2,2,2,2,2,2,2,2,3,2,2,0,1,0,0,0,1,0,0,0,0,0,0,69,11,50,7,0.71,0.62,0.00,0.00,0.00,0.00,1.00,0.00,0.03,0.02,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.02,0.02
2024-06-29,NC,21,0.03,3,2,3,3,3,2,2,2,2,2,2,2,2,2,2,3,2,2,0,2,0,0,0,2,0,0,0,0,0,0,76,12,53,8,0.70,0.68,0.01,0.00,0.00,0.00,1.00,0.00,0.03,0.02,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.02,0.02
2024-07-06,NC,21,0.03,3,2,3,3,3,2,2,2,2,2,2,2,2,2,2,3,2,2,0,1,0,0,0,1,0,0,0,0,0,0,76,12,55,6,0.73,0.51,0.00,0.00,0.00,0.00,1.00,0.00,0.03,0.02,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.02,0.02
2024-07-13,NC,21,0.03,3,2,3,3,3,2,2,2,2,2,2,2,2,2,2,3,2,2,0,1,0,0,0,1,0,0,0,0,0,0,77,12,55,6,0.71,0.48,0.00,0.00,0.00,0.00,1.00,0.00,0.03,0.02,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.02,0.02
2020-08-08,VT,71,0.72,7,6,0,0,0,9,11,9,5,9,5,5,0,6,0,7,8,8,0,3,0,0,0,3,,,1,,0,,422,49,239,25,0.56,0.57,0.00,,0.00,,1.00,0.00,0.50,0.43,0.00,0.00,0.00,0.64,0.79,0.64,0.36,0.64,0.36,0.36,0.00,0.43,0.00,0.50,0.57,0.57
2020-08-15,VT,60,0.61,12,8,0,0,0,11,11,11,5,11,5,7,0,7,0,12,9,8,1,5,0,0,1,5,,,2,,3,,375,42,218,21,0.57,0.56,0.00,,0.08,,1.00,0.00,0.86,0.57,0.00,0.00,0.00,0.79,0.79,0.79,0.36,0.79,0.36,0.50,0.00,0.50,0.00,0.86,0.64,0.57
2020-08-22,VT,68,0.69,13,8,0,0,0,11,11,11,6,11,6,7,0,7,0,13,9,9,1,6,0,0,1,6,,,2,,6,,444,46,266,26,0.60,0.60,0.00,,0.14,,1.00,0.00,0.93,0.57,0.00,0.00,0.00,0.79,0.79,0.79,0.43,0.79,0.43,0.50,0.00,0.50,0.00,0.93,0.64,0.64
2020-08-29,VT,61,0.62,12,8,0,0,0,10,10,10,6,10,6,7,0,7,0,12,8,9,1,6,0,0,1,6,,,1,,5,,416,42,256,28,0.62,0.68,0.00,,0.13,,1.00,0.00,0.86,0.57,0.00,0.00,0.00,0.71,0.71,0.71,0.43,0.71,0.43,0.50,0.00,0.50,0.00,0.86,0.57,0.64
2020-09-05,VT,87,0.89,14,14,0,0,0,13,13,13,13,13,13,13,0,13,0,14,14,14,1,5,0,0,1,5,,,1,,0,,525,54,285,34,0.55,0.63,0.00,,0.00,,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.00,0.93,0.00,1.00,1.00,1.00
2020-09-12,VT,98,1.00,14,14,0,0,0,13,13,13,13,13,13,13,0,13,0,14,14,14,0,2,0,0,0,2,,,1,,0,,617,62,313,32,0.51,0.52,0.00,,0.00,,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.00,0.93,0.00,1.00,1.00,1.00
2020-09-19,VT,98,1.00,14,14,0,0,0,14,14,14,14,14,14,14,0,14,0,14,14,14,1,6,0,0,1,6,,,2,,0,,819,84,453,49,0.54,0.58,0.00,,0.00,,1.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00
2020-09-26,VT,98,1.00,14,14,0,0,0,14,14,14,14,14,14,14,0,14,0,14,14,14,0,1,0,0,0,1,,,1,,0,,1181,138,748,87,0.63,0.63,0.00,,0.00,,1.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00
2020-10-03,VT,98,1.00,14,14,0,0,0,14,14,14,14,14,14,14,0,14,0,14,14,14,0,1,0,0,0,1,,,0,,0,,1181,136,784,86,0.66,0.63,0.00,,0.00,,1.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00
2020-10-10,VT,98,1.00,14,14,0,0,0,14,14,14,14,14,14,14,0,14,0,14,14,14,0,3,0,0,0,3,,,1,,0,,1177,136,749,85,0.64,0.62,0.00,,0.00,,1.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00
2020-10-17,VT,98,1.00,14,14,0,0,0,14,14,14,14,14,14,14,0,14,0,14,14,14,0,0,0,0,0,0,,,0,,0,,1177,132,768,82,0.65,0.62,0.00,,0.00,,,,1.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00
