Week Ending Date,Geographic aggregation,Hospital Reporting Days,Percent Hospital Reporting Days,Number Hospitals Reporting Adult COVID-19 Admissions,Number Hospitals Reporting Pediatric COVID-19 Admissions,Number Hospitals Reporting Influenza Admissions,Number Hospitals Reporting Prevalent Influenza Hospitalizations,Number Hospitals Reporting Hospitalized Influenza ICU Patients,Number Hospitals Reporting Inpatient Beds,Number Hospitals Reporting ICU Beds,Number Hospitals Reporting Inpatient Beds Occupied,Number Hospitals Reporting ICU Beds Occupied,Number Hospitals Reporting Percent Inpatient Bed Occupancy,Number Hospitals Reporting Percent ICU Bed Occupancy,Number Hospitals Reporting Percent COVID-19 Inpatient Bed Occupancy,Number Hospitals Reporting Percent Influenza Inpatient Bed Occupancy,Number Hospitals Reporting Percent COVID-19 ICU Bed Occupancy,Number Hospitals Reporting Percent Influenza ICU Bed Occupancy,Number Hospitals Reporting Total COVID-19 Admissions,Number Hospitals Reporting Prevalent COVID-19 Hospitalizations,Number Hospitals Reporting Hospitalized COVID-19 ICU Patients,Weekly Average Adult COVID-19 Admissions,Weekly Total Adult COVID-19 Admissions,Weekly Average Pediatric COVID-19 Admissions,Weekly Total Pediatric COVID-19 Admissions,Weekly Average COVID-19 Admissions,Weekly Total COVID-19 Admissions,Weekly Average Influenza Admissions,Weekly Total Influenza Admissions,Weekly Average Prevalent COVID-19 Hospitalizations,Weekly Average Prevalent Influenza Hospitalizations,Weekly Average Hospitalized COVID-19 ICU Patients,Weekly Average Hospitalized Influenza ICU Patients,Weekly Average Inpatient Beds,Weekly Average ICU Beds,Weekly Average Inpatient Beds Occupied,Weekly Average ICU Beds Occupied,Weekly Average Percent Inpatient Bed Occupancy,Weekly Average Percent ICU Bed Occupancy,Weekly Average Percent COVID-19 Inpatient Bed Occupancy,Weekly Average Percent Influenza Inpatient Bed Occupancy,Weekly Average Percent COVID-19 ICU Bed Occupancy,Weekly Average Percent Influenza ICU Bed Occupancy,Percent Adult COVID-19 Admissions,Percent Pediatric COVID-19 Admissions,Percent Hospitals Reporting Adult COVID-19 Admissions,Percent Hospitals Reporting Pediatric COVID-19 Admissions,Percent Hospitals Reporting Influenza Admissions,Percent Hospitals Reporting Prevalent Influenza Hospitalizations,Percent Hospitals Reporting Hospitalized Influenza ICU Patients,Percent Hospitals Reporting Inpatient Beds,Percent Hospitals Reporting ICU Beds,Percent Hospitals Reporting Inpatient Beds Occupied,Percent Hospitals Reporting ICU Beds Occupied,Percent Hospitals Reporting Percent Inpatient Bed Occupancy,Percent Hospitals Reporting Percent ICU Bed Occupancy,Percent Hospitals Reporting Percent COVID-19 Inpatient Bed Occupancy,Percent Hospitals Reporting Percent Influenza Inpatient Bed Occupancy,Percent Hospitals Reporting Percent COVID-19 ICU Bed Occupancy,Percent Hospitals Reporting Percent Influenza ICU Bed Occupancy,Percent Hospitals Reporting Total COVID-19 Admissions,Percent Hospitals Reporting Prevalent COVID-19 Hospitalizations,Percent Hospitals Reporting Hospitalized COVID-19 ICU Patients
2020-08-08,AR,458,0.78,66,59,0,0,0,69,72,69,51,69,51,66,0,69,0,66,71,62,64,447,0,0,64,447,,,410,,148,,6539,1246,4246,748,0.65,0.67,0.06,,0.12,,1.00,0.00,0.79,0.70,0.00,0.00,0.00,0.82,0.86,0.82,0.61,0.82,0.61,0.79,0.00,0.82,0.00,0.79,0.85,0.74
2020-08-15,AR,460,0.78,72,56,0,0,0,73,72,73,50,73,50,69,0,68,0,72,70,62,58,403,1,6,58,409,,,415,,141,,6520,1193,4286,664,0.66,0.63,0.06,,0.12,,0.99,0.01,0.86,0.67,0.00,0.00,0.00,0.87,0.86,0.87,0.60,0.87,0.60,0.82,0.00,0.81,0.00,0.86,0.83,0.74
2020-08-22,AR,461,0.78,75,61,0,0,0,73,73,73,51,73,51,70,0,70,0,75,72,63,60,417,0,1,60,418,,,424,,138,,6935,1290,4558,672,0.66,0.67,0.06,,0.11,,1.00,0.00,0.89,0.73,0.00,0.00,0.00,0.87,0.87,0.87,0.61,0.87,0.61,0.83,0.00,0.83,0.00,0.89,0.86,0.75
2020-08-29,AR,466,0.79,76,66,0,0,0,74,73,74,52,74,52,73,0,72,0,76,75,64,46,322,1,10,47,332,,,374,,136,,6913,1221,4556,660,0.66,0.67,0.05,,0.11,,0.97,0.03,0.90,0.79,0.00,0.00,0.00,0.88,0.87,0.88,0.62,0.88,0.62,0.87,0.00,0.86,0.00,0.90,0.89,0.76
2020-09-05,AR,500,0.85,80,70,0,0,0,78,76,78,55,78,55,75,0,73,0,80,77,67,44,306,1,5,44,311,,,367,,121,,7253,1331,4762,630,0.66,0.64,0.05,,0.09,,0.98,0.02,0.95,0.83,0.00,0.00,0.00,0.93,0.90,0.93,0.65,0.93,0.65,0.89,0.00,0.87,0.00,0.95,0.92,0.80
2020-09-12,AR,503,0.86,81,72,0,0,0,79,79,79,56,79,56,76,0,76,0,81,78,68,45,317,1,4,46,321,,,350,,110,,7162,1341,4613,656,0.64,0.63,0.05,,0.08,,0.99,0.01,0.96,0.86,0.00,0.00,0.00,0.94,0.94,0.94,0.67,0.94,0.67,0.90,0.00,0.90,0.00,0.96,0.93,0.81
2020-09-19,AR,521,0.89,80,73,0,0,0,77,77,77,55,77,55,75,0,75,0,80,78,67,50,348,1,9,51,357,,,351,,119,,7348,1364,4899,711,0.67,0.67,0.05,,0.09,,0.97,0.03,0.95,0.87,0.00,0.00,0.00,0.92,0.92,0.92,0.65,0.92,0.65,0.89,0.00,0.89,0.00,0.95,0.93,0.80
2020-09-26,AR,518,0.88,80,73,0,0,0,78,77,78,58,78,58,76,0,75,0,80,78,69,62,437,1,9,64,446,,,398,,134,,7480,1358,5009,760,0.67,0.65,0.05,,0.10,,0.98,0.02,0.95,0.87,0.00,0.00,0.00,0.93,0.92,0.93,0.69,0.93,0.69,0.90,0.00,0.89,0.00,0.95,0.93,0.82
2020-10-03,AR,524,0.89,80,78,0,0,0,78,78,78,61,78,61,76,0,77,0,80,79,71,59,411,1,6,60,417,,,423,,165,,7475,1327,5033,773,0.67,0.66,0.06,,0.12,,0.99,0.01,0.95,0.93,0.00,0.00,0.00,0.93,0.93,0.93,0.73,0.93,0.73,0.90,0.00,0.92,0.00,0.95,0.94,0.85
2020-10-10,AR,539,0.92,80,78,0,0,0,77,77,77,63,77,63,77,0,77,0,80,80,72,76,531,0,1,76,532,,,489,,173,,7567,1362,5117,773,0.68,0.70,0.06,,0.13,,1.00,0.00,0.95,0.93,0.00,0.00,0.00,0.92,0.92,0.92,0.75,0.92,0.75,0.92,0.00,0.92,0.00,0.95,0.95,0.86
2020-10-17,AR,547,0.93,81,80,5,5,5,80,78,80,67,80,67,79,3,77,5,81,80,75,82,576,0,2,83,578,0,0,529,0,171,0,7514,1364,5115,780,0.68,0.70,0.07,0.00,0.13,0.00,1.00,0.00,0.96,0.95,0.06,0.06,0.06,0.95,0.93,0.95,0.80,0.95,0.80,0.94,0.04,0.92,0.06,0.96,0.95,0.89
2020-10-24,AR,551,0.94,81,80,65,65,65,80,80,80,77,80,77,80,65,80,64,81,81,79,81,566,1,8,82,574,1,4,546,3,173,0,7838,1404,5090,837,0.65,0.65,0.07,0.00,0.12,0.00,0.99,0.01,0.96,0.95,0.77,0.77,0.77,0.95,0.95,0.95,0.92,0.95,0.92,0.95,0.77,0.95,0.76,0.96,0.96,0.94
2020-10-31,AR,556,0.95,81,81,72,72,72,81,81,81,79,81,79,81,72,81,72,81,81,79,79,554,1,8,80,562,1,8,587,3,171,1,8021,1406,5097,844,0.64,0.67,0.07,0.00,0.12,0.00,0.99,0.01,0.96,0.96,0.86,0.86,0.86,0.96,0.96,0.96,0.94,0.96,0.94,0.96,0.86,0.96,0.86,0.96,0.96,0.94
2020-11-07,AR,556,0.95,81,81,80,80,80,81,81,81,79,81,79,81,80,81,80,81,81,79,88,619,1,5,89,624,2,14,588,6,167,3,8076,1439,5188,836,0.64,0.69,0.07,0.00,0.12,0.00,0.99,0.01,0.96,0.96,0.95,0.95,0.95,0.96,0.96,0.96,0.94,0.96,0.94,0.96,0.95,0.96,0.95,0.96,0.96,0.94
2020-11-14,AR,559,0.95,81,81,80,80,80,81,81,81,80,81,80,81,80,81,80,81,81,80,104,731,1,8,106,739,1,10,689,5,193,0,8053,1542,5282,896,0.66,0.67,0.09,0.00,0.13,0.00,0.99,0.01,0.96,0.96,0.95,0.95,0.95,0.96,0.96,0.96,0.95,0.96,0.95,0.96,0.95,0.96,0.95,0.96,0.96,0.95
2020-11-21,AR,563,0.96,81,81,81,81,81,81,81,81,79,81,79,81,81,81,81,81,81,79,122,853,1,9,123,862,1,4,783,4,220,1,7903,1466,5254,886,0.67,0.70,0.10,0.00,0.15,0.00,0.99,0.01,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.94,0.96,0.94,0.96,0.96,0.96,0.96,0.96,0.96,0.94
2020-11-28,AR,562,0.96,81,81,81,81,81,81,81,81,78,81,78,81,81,81,81,81,81,78,120,838,2,12,121,850,1,9,859,5,251,1,7193,1374,4881,861,0.68,0.75,0.12,0.00,0.18,0.00,0.99,0.01,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.93,0.96,0.93,0.96,0.96,0.96,0.96,0.96,0.96,0.93
2020-12-05,AR,567,0.96,81,81,81,81,81,80,81,80,79,80,79,80,80,81,81,81,81,79,134,938,2,13,136,951,1,7,922,9,277,4,7330,1395,5277,898,0.72,0.76,0.12,0.00,0.20,0.00,0.99,0.01,0.96,0.96,0.96,0.96,0.96,0.95,0.96,0.95,0.94,0.95,0.94,0.95,0.95,0.96,0.96,0.96,0.96,0.94
2020-12-12,AR,567,0.96,81,81,81,81,81,81,81,81,79,81,79,81,81,81,81,81,81,79,137,956,1,10,138,966,2,12,923,13,272,3,7422,1411,5466,918,0.74,0.77,0.12,0.00,0.19,0.00,0.99,0.01,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.94,0.96,0.94,0.96,0.96,0.96,0.96,0.96,0.96,0.94
2020-12-19,AR,564,0.96,81,81,81,81,81,81,81,81,79,81,79,81,81,81,81,81,81,79,144,1005,2,16,146,1021,2,12,955,11,275,2,7445,1459,5376,900,0.72,0.73,0.13,0.00,0.19,0.00,0.98,0.02,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.94,0.96,0.94,0.96,0.96,0.96,0.96,0.96,0.96,0.94
2020-12-26,AR,565,0.96,81,81,81,81,81,81,81,81,79,81,79,81,81,81,81,81,81,79,143,1004,3,21,146,1025,1,9,970,8,265,2,7314,1419,4913,868,0.67,0.72,0.13,0.00,0.19,0.00,0.98,0.02,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.94,0.96,0.94,0.96,0.96,0.96,0.96,0.96,0.96,0.94
2021-01-02,AR,564,0.96,81,81,81,81,81,81,81,81,79,81,79,81,81,81,81,81,81,79,166,1163,2,12,168,1175,3,20,1048,14,282,3,7270,1427,5154,863,0.71,0.71,0.14,0.00,0.20,0.00,0.99,0.01,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.94,0.96,0.94,0.96,0.96,0.96,0.96,0.96,0.96,0.94
2021-01-09,AR,562,0.96,81,81,81,81,81,81,81,81,79,81,79,81,81,81,81,81,81,79,172,1201,2,13,173,1214,3,20,1140,14,311,4,7429,1452,5377,907,0.72,0.74,0.15,0.00,0.21,0.00,0.99,0.01,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.94,0.96,0.94,0.96,0.96,0.96,0.96,0.96,0.96,0.94
2021-01-16,AR,562,0.96,81,81,81,81,81,81,81,81,79,81,79,81,81,81,81,81,81,79,155,1087,2,15,157,1102,2,17,1130,15,311,3,7436,1458,5389,902,0.72,0.73,0.15,0.00,0.21,0.00,0.99,0.01,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.94,0.96,0.94,0.96,0.96,0.96,0.96,0.96,0.96,0.94
2021-01-23,AR,565,0.96,81,81,81,81,81,81,81,81,79,81,79,81,81,81,81,81,81,79,138,966,1,10,139,976,2,13,1012,14,286,3,7487,1495,5387,895,0.72,0.71,0.14,0.00,0.19,0.00,0.99,0.01,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.94,0.96,0.94,0.96,0.96,0.96,0.96,0.96,0.96,0.94
2021-01-30,AR,567,0.96,81,81,81,81,81,81,81,81,79,81,79,81,81,81,81,81,81,79,114,800,1,5,115,805,2,16,862,12,235,3,7493,1448,5337,878,0.71,0.72,0.12,0.00,0.16,0.00,0.99,0.01,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.94,0.96,0.94,0.96,0.96,0.96,0.96,0.96,0.96,0.94
2021-02-06,AR,566,0.96,81,81,81,81,81,81,81,81,79,81,79,81,81,81,81,81,81,79,99,694,3,18,102,712,1,9,717,9,194,1,7443,1435,5219,848,0.70,0.70,0.10,0.00,0.14,0.00,0.97,0.03,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.94,0.96,0.94,0.96,0.96,0.96,0.96,0.96,0.96,0.94
2021-02-13,AR,567,0.96,81,81,81,81,81,81,81,81,78,81,78,81,81,81,81,81,81,78,88,619,1,7,89,626,3,19,636,13,189,1,7412,1444,5192,873,0.70,0.71,0.09,0.00,0.13,0.00,0.99,0.01,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.93,0.96,0.93,0.96,0.96,0.96,0.96,0.96,0.96,0.93
2021-02-20,AR,559,0.95,81,81,81,81,81,81,81,81,79,81,79,81,81,81,81,81,81,79,59,416,2,16,62,432,2,16,541,14,167,2,7285,1419,4972,845,0.68,0.71,0.07,0.00,0.12,0.00,0.96,0.04,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.94,0.96,0.94,0.96,0.96,0.96,0.96,0.96,0.96,0.94
2021-02-27,AR,567,0.96,81,81,81,81,81,81,81,81,79,81,79,81,81,81,81,81,81,79,55,384,1,8,56,392,1,10,484,10,155,2,7457,1417,5335,866,0.72,0.72,0.06,0.00,0.11,0.00,0.98,0.02,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.94,0.96,0.94,0.96,0.96,0.96,0.96,0.96,0.96,0.94
2021-03-06,AR,566,0.96,81,81,81,81,81,81,81,81,79,81,79,81,81,81,81,81,81,79,35,248,1,4,36,252,1,10,350,9,124,2,7473,1432,5246,830,0.70,0.69,0.05,0.00,0.09,0.00,0.98,0.02,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.94,0.96,0.94,0.96,0.96,0.96,0.96,0.96,0.96,0.94
2021-03-13,AR,566,0.96,81,81,81,81,81,81,81,81,79,81,79,81,81,81,81,81,81,79,26,184,1,6,27,190,3,21,249,10,94,1,7407,1425,5165,810,0.70,0.67,0.03,0.00,0.07,0.00,0.97,0.03,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.94,0.96,0.94,0.96,0.96,0.96,0.96,0.96,0.96,0.94
2021-03-20,AR,566,0.96,81,81,81,81,81,81,81,81,79,81,79,81,81,81,81,81,81,79,29,200,0,3,29,203,2,13,206,7,76,1,7458,1412,5177,797,0.69,0.67,0.03,0.00,0.05,0.00,0.99,0.01,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.94,0.96,0.94,0.96,0.96,0.96,0.96,0.96,0.96,0.94
2021-03-27,AR,567,0.96,81,81,81,81,81,81,81,81,79,81,79,81,81,81,81,81,81,79,18,125,0,3,18,128,2,14,149,8,51,1,7402,1397,4902,748,0.66,0.64,0.02,0.00,0.04,0.00,0.98,0.02,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.94,0.96,0.94,0.96,0.96,0.96,0.96,0.96,0.96,0.94
2021-04-03,AR,566,0.96,81,81,81,81,81,81,81,81,79,81,79,81,81,81,81,81,81,79,18,123,1,4,18,127,2,11,131,6,42,1,7447,1412,4983,740,0.67,0.62,0.02,0.00,0.03,0.00,0.97,0.03,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.94,0.96,0.94,0.96,0.96,0.96,0.96,0.96,0.96,0.94
2021-04-10,AR,564,0.96,81,81,81,81,81,81,81,81,79,81,79,81,81,81,81,81,81,79,22,157,1,6,23,163,2,14,119,8,40,0,7511,1422,5052,748,0.67,0.62,0.02,0.00,0.03,0.00,0.96,0.04,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.94,0.96,0.94,0.96,0.96,0.96,0.96,0.96,0.96,0.94
2021-04-17,AR,567,0.96,81,81,81,81,81,81,81,81,79,81,79,81,81,81,81,81,81,79,23,163,1,4,24,167,2,16,130,13,35,0,7545,1418,5172,776,0.69,0.65,0.02,0.00,0.02,0.00,0.98,0.02,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.94,0.96,0.94,0.96,0.96,0.96,0.96,0.96,0.96,0.94
2021-04-24,AR,567,0.96,81,81,81,81,81,81,81,81,79,81,79,81,81,81,81,81,81,79,23,159,1,7,24,166,3,18,142,10,37,1,7493,1408,5155,752,0.69,0.63,0.02,0.00,0.03,0.00,0.96,0.04,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.94,0.96,0.94,0.96,0.96,0.96,0.96,0.96,0.96,0.94
2021-05-01,AR,567,0.96,81,81,81,81,81,81,81,81,79,81,79,81,81,81,81,81,81,79,29,201,0,1,29,202,2,15,138,9,49,2,7481,1421,5226,796,0.70,0.66,0.02,0.00,0.03,0.00,1.00,0.00,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.94,0.96,0.94,0.96,0.96,0.96,0.96,0.96,0.96,0.94
2021-05-08,AR,567,0.96,81,81,81,81,81,81,81,81,79,81,79,81,81,81,81,81,81,79,27,191,0,3,28,194,1,6,133,4,46,0,7551,1430,5216,817,0.69,0.68,0.02,0.00,0.03,0.00,0.98,0.02,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.94,0.96,0.94,0.96,0.96,0.96,0.96,0.96,0.96,0.94
2021-05-15,AR,567,0.96,81,81,81,81,81,81,81,81,79,81,79,81,81,81,81,81,81,79,24,170,0,2,25,172,1,6,138,4,52,0,7561,1427,5240,797,0.69,0.66,0.02,0.00,0.04,0.00,0.99,0.01,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.94,0.96,0.94,0.96,0.96,0.96,0.96,0.96,0.96,0.94
2021-05-22,AR,567,0.96,81,81,81,81,81,81,81,81,79,81,79,81,81,81,81,81,81,79,30,209,0,2,30,211,0,3,158,5,54,2,7604,1430,5304,802,0.70,0.66,0.02,0.00,0.04,0.00,0.99,0.01,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.94,0.96,0.94,0.96,0.96,0.96,0.96,0.96,0.96,0.94
2021-05-29,AR,567,0.96,81,81,81,81,81,81,81,81,79,81,79,81,81,81,81,81,81,79,28,197,0,3,29,200,0,1,167,2,59,0,7607,1430,5393,809,0.71,0.67,0.02,0.00,0.04,0.00,0.98,0.02,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.94,0.96,0.94,0.96,0.96,0.96,0.96,0.96,0.96,0.94
2021-06-05,AR,567,0.96,81,81,81,81,81,81,81,81,79,81,79,81,81,81,81,81,81,79,25,174,0,0,25,174,1,7,167,2,63,1,7479,1432,5166,780,0.69,0.64,0.02,0.00,0.04,0.00,1.00,0.00,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.94,0.96,0.94,0.96,0.96,0.96,0.96,0.96,0.96,0.94
2021-06-12,AR,565,0.96,81,81,81,81,81,81,81,81,79,81,79,81,81,81,81,81,81,79,28,196,0,3,28,199,0,1,172,0,68,0,7487,1365,5347,787,0.71,0.66,0.02,0.00,0.05,0.00,0.98,0.02,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.94,0.96,0.94,0.96,0.96,0.96,0.96,0.96,0.96,0.94
2021-06-19,AR,566,0.96,81,81,81,81,81,81,81,81,79,81,79,81,81,81,81,81,81,79,37,262,0,1,38,263,1,4,184,3,76,0,7582,1389,5421,816,0.71,0.68,0.02,0.00,0.05,0.00,1.00,0.00,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.94,0.96,0.94,0.96,0.96,0.96,0.96,0.96,0.96,0.94
2021-06-26,AR,567,0.96,81,81,81,81,81,81,81,81,79,81,79,81,81,81,81,81,81,79,47,330,1,4,48,334,1,4,241,4,95,0,7601,1422,5490,831,0.72,0.69,0.03,0.00,0.07,0.00,0.99,0.01,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.94,0.96,0.94,0.96,0.96,0.96,0.96,0.96,0.96,0.94
2021-07-03,AR,569,0.97,82,82,81,81,81,82,82,82,80,82,80,82,81,82,81,82,82,80,56,391,1,5,57,396,0,2,295,3,115,0,7548,1426,5330,821,0.71,0.68,0.04,0.00,0.08,0.00,0.99,0.01,0.98,0.98,0.96,0.96,0.96,0.98,0.98,0.98,0.95,0.98,0.95,0.98,0.96,0.98,0.96,0.98,0.98,0.95
2021-07-10,AR,574,0.98,82,82,81,81,81,82,82,82,80,82,80,82,81,82,81,82,82,80,79,556,1,7,80,563,0,1,406,2,145,0,7522,1428,5356,848,0.71,0.70,0.05,0.00,0.10,0.00,0.99,0.01,0.98,0.98,0.96,0.96,0.96,0.98,0.98,0.98,0.95,0.98,0.95,0.98,0.96,0.98,0.96,0.98,0.98,0.95
2021-07-17,AR,574,0.98,82,82,81,81,81,82,82,82,80,82,80,82,81,82,81,82,82,80,97,678,1,10,98,688,0,1,579,1,190,0,7564,1467,5569,858,0.74,0.69,0.08,0.00,0.13,0.00,0.99,0.01,0.98,0.98,0.96,0.96,0.96,0.98,0.98,0.98,0.95,0.98,0.95,0.98,0.96,0.98,0.96,0.98,0.98,0.95
2021-07-24,AR,574,0.98,82,82,81,81,81,82,82,82,80,82,80,82,81,82,81,82,82,80,124,865,3,19,126,884,0,1,746,1,241,0,7659,1463,5667,873,0.74,0.70,0.10,0.00,0.16,0.00,0.98,0.02,0.98,0.98,0.96,0.96,0.96,0.98,0.98,0.98,0.95,0.98,0.95,0.98,0.96,0.98,0.96,0.98,0.98,0.95
2021-07-31,AR,572,0.97,82,82,81,81,81,82,82,82,80,82,80,82,81,82,81,82,82,80,144,1007,3,22,147,1029,0,0,931,0,296,0,7689,1464,5663,886,0.74,0.71,0.12,0.00,0.20,0.00,0.98,0.02,0.98,0.98,0.96,0.96,0.96,0.98,0.98,0.98,0.95,0.98,0.95,0.98,0.96,0.98,0.96,0.98,0.98,0.95
2021-08-07,AR,574,0.98,82,82,81,81,81,82,82,82,79,82,79,82,81,82,81,82,82,79,154,1081,4,29,159,1110,0,3,1077,1,351,0,7685,1477,5650,902,0.74,0.72,0.14,0.00,0.24,0.00,0.97,0.03,0.98,0.98,0.96,0.96,0.96,0.98,0.98,0.98,0.94,0.98,0.94,0.98,0.96,0.98,0.96,0.98,0.98,0.94
2021-08-14,AR,574,0.98,82,82,81,81,81,82,82,82,80,82,80,82,81,82,81,82,82,80,187,1310,3,21,190,1331,0,2,1235,3,382,0,7562,1459,5656,924,0.75,0.75,0.16,0.00,0.26,0.00,0.98,0.02,0.98,0.98,0.96,0.96,0.96,0.98,0.98,0.98,0.95,0.98,0.95,0.98,0.96,0.98,0.96,0.98,0.98,0.95
2021-08-21,AR,574,0.98,82,82,81,81,81,82,82,82,80,82,80,82,81,82,81,82,82,80,163,1144,3,23,167,1167,0,3,1284,3,419,0,7596,1425,5593,977,0.74,0.81,0.17,0.00,0.29,0.00,0.98,0.02,0.98,0.98,0.96,0.96,0.96,0.98,0.98,0.98,0.95,0.98,0.95,0.98,0.96,0.98,0.96,0.98,0.98,0.95
2021-08-28,AR,574,0.98,82,82,81,81,81,82,82,82,80,82,80,82,81,82,81,82,82,80,149,1041,4,25,152,1066,1,5,1215,3,409,0,7608,1411,5692,982,0.75,0.82,0.16,0.00,0.29,0.00,0.98,0.02,0.98,0.98,0.96,0.96,0.96,0.98,0.98,0.98,0.95,0.98,0.95,0.98,0.96,0.98,0.96,0.98,0.98,0.95
2021-09-04,AR,574,0.98,82,82,80,80,80,82,82,82,80,82,80,82,80,82,80,82,82,80,135,947,2,14,137,961,0,2,1139,3,404,0,7623,1430,5650,1017,0.74,0.84,0.15,0.00,0.28,0.00,0.99,0.01,0.98,0.98,0.95,0.95,0.95,0.98,0.98,0.98,0.95,0.98,0.95,0.98,0.95,0.98,0.95,0.98,0.98,0.95
2021-09-11,AR,574,0.98,82,82,80,80,80,82,82,82,80,82,80,82,80,82,80,82,82,80,113,793,4,26,117,819,0,0,1043,2,354,0,7565,1419,5634,994,0.74,0.83,0.14,0.00,0.25,0.00,0.97,0.03,0.98,0.98,0.95,0.95,0.95,0.98,0.98,0.98,0.95,0.98,0.95,0.98,0.95,0.98,0.95,0.98,0.98,0.95
2021-09-18,AR,574,0.98,82,82,80,80,80,81,82,81,80,81,80,81,79,82,80,82,82,80,111,775,3,24,114,799,0,2,942,2,317,1,7655,1424,5759,1007,0.75,0.84,0.12,0.00,0.22,0.00,0.97,0.03,0.98,0.98,0.95,0.95,0.95,0.96,0.98,0.96,0.95,0.96,0.95,0.96,0.94,0.98,0.95,0.98,0.98,0.95
2021-09-25,AR,574,0.98,82,82,80,80,80,81,82,81,80,81,80,81,79,82,80,82,82,80,94,660,3,19,97,679,0,3,829,3,297,2,7623,1421,5596,977,0.73,0.81,0.11,0.00,0.21,0.00,0.97,0.03,0.98,0.98,0.95,0.95,0.95,0.96,0.98,0.96,0.95,0.96,0.95,0.96,0.94,0.98,0.95,0.98,0.98,0.95
2021-10-02,AR,574,0.98,82,82,81,81,81,81,82,81,80,81,80,81,80,82,81,82,82,80,64,451,2,14,66,465,0,0,666,2,254,1,7630,1414,5575,960,0.73,0.80,0.09,0.00,0.18,0.00,0.97,0.03,0.98,0.98,0.96,0.96,0.96,0.96,0.98,0.96,0.95,0.96,0.95,0.96,0.95,0.98,0.96,0.98,0.98,0.95
2021-10-09,AR,574,0.98,82,82,80,80,80,81,82,81,80,81,80,81,79,82,80,82,82,80,59,410,2,12,60,422,0,3,552,1,222,1,7626,1421,5524,936,0.72,0.78,0.07,0.00,0.16,0.00,0.97,0.03,0.98,0.98,0.95,0.95,0.95,0.96,0.98,0.96,0.95,0.96,0.95,0.96,0.94,0.98,0.95,0.98,0.98,0.95
2021-10-16,AR,574,0.98,82,82,81,81,81,81,82,81,80,81,80,81,80,82,81,82,82,80,48,337,1,5,49,342,1,4,479,1,191,0,7573,1414,5533,921,0.73,0.77,0.06,0.00,0.14,0.00,0.99,0.01,0.98,0.98,0.96,0.96,0.96,0.96,0.98,0.96,0.95,0.96,0.95,0.96,0.95,0.98,0.96,0.98,0.98,0.95
2021-10-23,AR,574,0.98,82,82,81,81,81,81,82,81,80,81,80,81,80,82,81,82,82,80,42,292,1,9,43,301,0,3,402,3,147,0,7534,1400,5354,863,0.71,0.73,0.05,0.00,0.11,0.00,0.97,0.03,0.98,0.98,0.96,0.96,0.96,0.96,0.98,0.96,0.95,0.96,0.95,0.96,0.95,0.98,0.96,0.98,0.98,0.95
2021-10-30,AR,574,0.98,82,82,81,81,81,81,82,81,80,81,80,81,80,82,81,82,82,80,39,274,0,1,39,275,0,3,345,3,133,0,7470,1378,5329,852,0.71,0.74,0.05,0.00,0.10,0.00,1.00,0.00,0.98,0.98,0.96,0.96,0.96,0.96,0.98,0.96,0.95,0.96,0.95,0.96,0.95,0.98,0.96,0.98,0.98,0.95
